,Sentence,pred_sentiment
890,net sales decreased to eur 220.5 mn from eur 470.0 mn in the corresponding period in 2009 .,neutral
891,"singapore ( icis ) -- ( 1 ) kemira and indian water infrastructure firm ( 2 ) ivrcl have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in andhra pradesh state , india , the finnish water treatment chemicals maker said on tuesday .",positive
892,"products include consumer electronics devices such as mobile phones and their accessories , set-top boxes , flat panel tvs as well as system solutions products such as infrastructure systems , modules and other industrial segment products .",neutral
893,this will bring cost savings of about eur 3mn a year .,positive
894,rt @street_insider the steve jobs effect? apple $aapl first day iphone 4s sales were off the charts http://stks.co/yye,neutral
895,"demonstrations of the broad capabilities of the mobility business suite will be organized during the 3gsm world congress in barcelona , from february 12th to 15th .",neutral
896,market share decreased on the route between helsinki in finland and tallinn in estonia by 0.1 percentage points to 24.8 % .,neutral
897,"finnish suominen flexible packaging is cutting 48 jobs in its unit in tampere and two in nastola , in finland .",neutral
898,$mako hanging in well today. still in a basing pattern. have eyes on it,neutral
899,"this could be any of us at any time , '' she said .",neutral
900,catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral
901,"helsinki thomson financial - shares closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second-quarter reports .",neutral
902,"as part of the reorganisation , pohjola insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of october 2008 .",neutral
903,"simultaneously , alma media has purchased a 35 % share of arena interactive , a subsidiary of arena partners with a focus on mobile solutions development .",positive
904,"the estonian beverages maker a. le coq today brought to the market a new premium class beer , a. le coq special , investing 6 million kroons eur 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral
905,"alexandria , va. , oct. 3 -- markka a. oksanen and harald kaaja , both of helsinki , finland , juha salokannel of kangasala , finland , and arto palin of viiala , finland , have developed a system for providing communications security .",neutral
906,27 january 2011 - finnish it solutions provider affecto oyj ( hel : afe1v ) said today it has won a eur1 .2 m ( usd1 .6 m ) contract from state-owned lithuanian social insurance institution ( sodra ) .,neutral
907,"$celg back near 104, where it opened and rallied higher last wk. a good place to take a shot https://t.co/zwhthsvfsf",neutral
908,"the finnish investment company sponda is conducting negotiations to acquire the business center dukat palace-2 located in the center of moscow , from london & regional properties .",neutral
909,"the transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the finnish competition authority .",positive
910,"basware invoice processing , basware contract matching , basware order matching and basware kpi reporting tool are part of the basware 's enterprise purchase to pay solution suite .",neutral
911,"in 2009 , kone had annual net sales of eur 4.7 billion and approximately 34,000 employees .",neutral
912,"net sales rose by 25.5 % year-on-year to eur59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",neutral
913,"still short $lng from $11.70 area...next stop could be down through $9.00. someone slammed it hard with 230,000 shs this am! more to follow",negative
914,update 3-stifel to buy former lehman brokerage from barclays,neutral
915,finnish glass technology company glaston oyj abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,positive
916,greene king's third quarter sales boosted by festive season,positive
917,"u.s.-based t corp. is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom , an executive at coscom told interfax .",neutral
918,investors remain skeptical about shell-bg deal,neutral
919,piper upgrades symantec on improving renewal rates and enterprise growth $symc,positive
920,profit before taxes decreased to eur 31.6 mn from eur 50.0 mn the year before .,positive
921,the group also has a strong global position in other fishing categories .,positive
922,"the remaining amount will be funded through debt , the danish bank said .",neutral
923,finnish business software group affectogenimap oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,positive
924,"ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and r&d for its new unit in jyvaeskylae by the end of 2009 .",neutral
925,`` this is a win for all oems targeting to develop wimax products .,positive
926,"according to barclays , the f-secure software will protect users from hackers , viruses , spyware and other digital attacks .",neutral
927,"finland 's technopolis is planning to bring the first section of a technopark on stream in st. petersburg at the end of 2008 , kari mikkonen , vice president of technopolis , told reporters in helsinki .",neutral
928,millercoors delivers 2.9% underlying net income growth for 2014,neutral
929,"neste oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in june 2009 , have been promising , no decision on a commercial plant has been taken .",neutral
930,"in 2009 , it reported net sales of approximately eur 6mn .",neutral
931,"h1 '08 h1 '07 q2 '08 q2 '07 in mln euro , unless otherwise stated net sales 386 328.6 201 160.7 operating profit 46.3 35.8 23.2 9.5 pre-tax profit 33.6 26.9 18.7 5.1 net profit 25.1 25.4 14 4.0 eps in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",positive
932,`` low energy consumption and flexible loading are just a few of the advantages of the chf pro . '',positive
933,$spy $mitk fast 56pc dive http://stks.co/3ffn $$,neutral
934,investment management and investment advisory services are the company 's sole line of business .,neutral
935,market report: eight-day rally ends for ftse 100 and standard chartered,neutral
936,"at this growth rate , paying off the national debt will be extremely painful .",negative
937,"reuters: green mountain revenue misses, shares plunge http://stks.co/13mw > $gmcr prints 43.80, market in a foul mood, bad day to disappoint",negative
938,clothing chain sepp+ñl+ñ 's net sales increased by 7.0 % to eur 30.8 mn .,neutral
939,the administrators have indicated a need for 900 job cuts at the irish insurer over the next 15 months .,neutral
940,"the new office , located in shenzhen , will strengthen vaisala 's already 10-year old presence in china .",neutral
941,"however , the total orders received will still be above last year s levels .",neutral
942,rivals say qualcomm has fewer patents on 3g phones than on earlier versions and should lower its rates .,neutral
943,"$qcom the indicator rsi is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcusqa",neutral
944,$fb they are hitting  everything in sight.short it. but twtr,neutral
945,$goog resistance turned support?  it,neutral
946,$bobe down $2.84  premarket,neutral
947,"sales in finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",neutral
948,the impact on tietoenator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral
949,"metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",neutral
950,the acquisition of boomeranger boats oy is in line with the done solutions strategy of developing its business through company acquisitions .,neutral
951,28 october 2010 - finnish wood products technology supplier raute oyj hel : rutav said today it swung to a net profit of eur3m for the first nine months of 2010 versus a net loss of eur5 .2 m for the same period a year earlier .,neutral
952,$acad under $2 today?,neutral
953,$cern - consolidating above 50 & 200 ma - nice long entry here w stop below 10 ma - targeting $70 area,neutral
954,"last month we added to our $gild position and started a new one in $bwld we see slow, steady, unspectacular growth going forward near term",neutral
955,$pay 2nd time test of the 21.20-30 b/o zone.  still not breaking out.  moved my stop up to 20.80.,neutral
956,"finnish electronics contract manufacturer scanfil reports net sales of eur 241.2 mn in 2006 , down from eur 321.6 mn in 2005 .",neutral
957,"at end-august , sampo was nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral
958,"therefore , phase iii of the research will not be conducted by abbott .",neutral
959,"`` in the newly formed company yit stavo the local contact network , expertise and market know how of euro stavokonsult will be combined with yit 's housing concept , '' said juha kostiainen , yit 's vice president , corporate communications and business development .",neutral
960,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover,positive
961,the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
962,"( adpnews ) - oct 21 , 2009 - finland-based it consultancy tieto oyj ( hel : tie1v ) said today its net profit plunged to eur 29.4 million ( usd 43.9 m ) for the first nine months of 2009 from eur 58.7 million for the same period o",positive
963,"since the registration of the shares subscribed in a directed share issue , the new number of panostaja shares and voting rights is 41,733,110 .",positive
964,"$sbux down pm, from $db downgrade.. pt cut from 70 to $64",neutral
965,"swedish , finnish and danish listed companies are organized in three market cap segments , nordic large cap , mid cap and small cap .",neutral
966,finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki : sal1v on wednesday 19 november lowered its full-year net sales estimate .,neutral
967,operating profit fell to eur 38.1 mn from eur 55.3 mn in 2007 .,positive
968,"in 2008 , kemira recorded revenue of approximately eur 2.8 billion and had a staff of 9,400 .",neutral
969,investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral
970,hsbc says unit to book $585 million charge on settlement,neutral
971,daily mail parent company in talks with potential partners about joint bid for yahoo's internet assets: https://t.co/mk7memtadt $yhoo,neutral
972,rising costs have forced packaging producer huhtamaki to axe 90 jobs at its hampshire manufacturing plant .,neutral
973,nordic walking was first used as a summer training method by cross-country skiers .,neutral
974,"according shipping company viking line , the eu decision will have a significant financial impact .",neutral
975,"in the building and home improvement trade , sales decreased by 22.5 % to eur 201.4 mn .",positive
976,helsinki afx - kci konecranes said it has won an order for four hot metal ladle cranes from indian steel producer bhushan steel and strips ltd. .,neutral
